review_text,sentiment
Didn't appreciate any affect.,0
The nail polish was dried out. The stickers would not stay stuck down. The only good part was the bag it came with.,0
"I had bought these because they were affordable and came in a pack of three. Delivery was okay, when I opened the amazon package, I saw that it was sealed via vacuum sealed bag, like how you would store meat in the freezer. I thought that was strange. There was not really packaging, no brand on it. But I decided to open it. I used the striped one first and it was a bit snug (or maybe I have a big head) at first, but it did its job. I must have not put the cap on properly because I felt water drip inside it, it wasn't too bad though. I still used it. The material is pretty thin.",0
Listen this hair looked Nothing like the picture very disappointed it was very tiny and small,0
They don’t feel like the original product. These are made of a slightly different material than the regular clean and clear brand I usually buy at the store.,0
Surprised in a good way! Flattering colors for me and a buttery texture. I will repurchase when this runs out.,1
"Love how the hair feels, will be ordering more.",1
"The eyeliner was completely dry.  I opened it as soon as it came in and AGAIN, completely dry. Not able to use it",0
I bought all 4 of the colors for my little 3 year old  and my friend's twin 3 year olds.  The kids love it and so do we.<br />I've got an older home with a older tub that has lost a good bit of hits shine.  I was worried the coloring might stain my tub but it did not.,1
These were perfect for what I want them for.,1
I've been wanting to try this for a long time cause I have very very oily skin.... It failed me just like many others. Do anyone have any other suggestions.... Help I'm tired of being a grease ball ☹️,0
"Bought this kit for working with jewelers wax, am very happy with the quality for the price. I DO use the tongue scraper and the flashlight for oral hygiene, and they are great.",1
"These are pretty, but they slide right off your head because they are polyester.  I can not wear these in the ER for 12-hour shifts successfully.  Big bummer...",0
I purchased this just yesterday and when the delivery came in I only received 4 pack of headband. This is ridiculous. I love the headband but now I guess I will have to return to get refund...,0
I bought this for my punk Harley Costume and I love it. I will review again later with pictures. Will recommend!!!,1
"Are u people kidding !!<br />it's just a red sticker !!, no glitter no nothing  .",0
"I just ordered some of this from the manufacture. I was excited about it, but I have no idea why people think it smells good. They all smell about the same, like stink bug. It smells like you smeared a stink bug on yourself. Disgusting.",0
"Got this for my wife. Says Wine red on the box, but when she opened it it was gold. Disappointing.",0
This product rubs right off. Not good.,0
👍🏻,1
Product was so thick I couldn’t get it out of the bottle to even apply. Perhaps it was an old bottle but disappointed,0
Won’t even stick to the shower floor.  Bristles way too soft to effectively clean feet.,0
"I like the selection of colors included in this palette. The case is sturdy and magnetic. Nothing was broken when it came in the mail. All the colors are secure in the packaging.<br /><br />The products are buildable, so you can have a softer look or a more dramatic one. The shadow itself is a smooth texture. The shimmer shades, unlike other products, are pretty visible and opaque. I think one can make many looks with the selection of colors.",1
"I love this ring, however, I have bought 2 of them and they seem to have a weak spot and break. I won't waste anymore money buying something that keeps breaking and only after about 3 times of wear. And not going periods of time. But I love how it looks.",0
